wnid,mean_drift,spillover_rate,n_par,model
n02066245,0.31097131967544556,0.275,40,resnet152
n02071294,0.2345198094844818,0.075,40,resnet152
n02074367,0.26814156770706177,0.125,40,resnet152
n02077923,0.33671969175338745,0.225,40,resnet152
n02085620,0.24775895476341248,0.325,40,resnet152
n02085782,0.19677631556987762,0.075,40,resnet152
n02085936,0.25630128383636475,0.075,40,resnet152
n02086079,0.2377951592206955,0.125,40,resnet152
n02086240,0.2484070360660553,0.225,40,resnet152
n02086646,0.2029651403427124,0.0,40,resnet152
n02086910,0.19184310734272003,0.125,40,resnet152
n02087046,0.23725223541259766,0.1,40,resnet152
n02087394,0.22008267045021057,0.15,40,resnet152
n02088094,0.3326525092124939,0.25,40,resnet152
n02088238,0.2367425411939621,0.25,40,resnet152
n02088364,0.281410276889801,0.15,40,resnet152
n02088466,0.23274414241313934,0.225,40,resnet152
n02088632,0.24989433586597443,0.125,40,resnet152
n02089078,0.15822166204452515,0.05,40,resnet152
n02089867,0.23969605565071106,0.425,40,resnet152
n02089973,0.1860915571451187,0.15,40,resnet152
n02090379,0.23436252772808075,0.175,40,resnet152
n02090622,0.2613740861415863,0.2,40,resnet152
n02090721,0.2942705750465393,0.275,40,resnet152
n02091032,0.26394933462142944,0.2,40,resnet152
n02091134,0.2935134768486023,0.275,40,resnet152
n02091244,0.24946017563343048,0.125,40,resnet152
n02091467,0.24916405975818634,0.075,40,resnet152
n02091635,0.262848436832428,0.225,40,resnet152
n02091831,0.28390738368034363,0.225,40,resnet152
n02092002,0.3046422600746155,0.25,40,resnet152
n02092339,0.19624415040016174,0.1,40,resnet152
n02093256,0.32129019498825073,0.15,40,resnet152
n02093428,0.23739655315876007,0.2,40,resnet152
n02093647,0.27524060010910034,0.1,40,resnet152
n02093754,0.30715546011924744,0.125,40,resnet152
n02093859,0.2957109808921814,0.525,40,resnet152
n02093991,0.224108025431633,0.15,40,resnet152
n02094114,0.24749374389648438,0.125,40,resnet152
n02094258,0.25148460268974304,0.275,40,resnet152
n02094433,0.21510645747184753,0.075,40,resnet152
n02095314,0.27220019698143005,0.175,40,resnet152
n02095570,0.2954203486442566,0.2,40,resnet152
n02095889,0.17863920331001282,0.075,40,resnet152
n02096051,0.2320452630519867,0.125,40,resnet152
n02096177,0.3082236647605896,0.325,40,resnet152
n02096294,0.2444281280040741,0.3,40,resnet152
n02096437,0.24162785708904266,0.15,40,resnet152
n02096585,0.21740129590034485,0.075,40,resnet152
n02097047,0.2516852617263794,0.175,40,resnet152
n02097130,0.2702326476573944,0.225,40,resnet152
n02097209,0.23220472037792206,0.2,40,resnet152
n02097298,0.3037925362586975,0.375,40,resnet152
n02097474,0.2550639510154724,0.25,40,resnet152
n02097658,0.2951796054840088,0.475,40,resnet152
n02098105,0.31735724210739136,0.4,40,resnet152
n02098286,0.380592405796051,0.25,40,resnet152
n02098413,0.2762805223464966,0.325,40,resnet152
n02099267,0.27531665563583374,0.25,40,resnet152
n02099429,0.3387249708175659,0.45,40,resnet152
n02099601,0.20927448570728302,0.1,40,resnet152
n02099712,0.22518733143806458,0.2,40,resnet152
n02099849,0.3607345521450043,0.05,40,resnet152
n02100236,0.26331228017807007,0.175,40,resnet152
n02100583,0.23886847496032715,0.225,40,resnet152
n02100735,0.25344768166542053,0.125,40,resnet152
n02100877,0.2772878408432007,0.275,40,resnet152
n02101006,0.30831632018089294,0.35,40,resnet152
n02101388,0.251457154750824,0.125,40,resnet152
n02101556,0.19629991054534912,0.15,40,resnet152
n02102040,0.22585348784923553,0.2,40,resnet152
n02102177,0.21027164161205292,0.05,40,resnet152
n02102318,0.24262182414531708,0.025,40,resnet152
n02102480,0.269523561000824,0.25,40,resnet152
n02102973,0.2641211450099945,0.225,40,resnet152
n02104029,0.2445768415927887,0.15,40,resnet152
n02104365,0.29300734400749207,0.2,40,resnet152
n02105056,0.25881433486938477,0.275,40,resnet152
n02105162,0.24659566581249237,0.175,40,resnet152
n02105251,0.2372547835111618,0.2,40,resnet152
n02105412,0.25557976961135864,0.2,40,resnet152
n02105505,0.21665754914283752,0.175,40,resnet152
n02105641,0.2095659077167511,0.15,40,resnet152
n02105855,0.20598134398460388,0.475,40,resnet152
n02106030,0.162522092461586,0.1,40,resnet152
n02106166,0.27451291680336,0.0,40,resnet152
n02106382,0.258593887090683,0.125,40,resnet152
n02106550,0.16654011607170105,0.05,40,resnet152
n02106662,0.17933174967765808,0.075,40,resnet152
n02107142,0.19129802286624908,0.1,40,resnet152
n02107312,0.20549067854881287,0.15,40,resnet152
n02107574,0.2423873394727707,0.175,40,resnet152
n02107683,0.2517412006855011,0.225,40,resnet152
n02107908,0.23863725364208221,0.65,40,resnet152
n02108000,0.16889789700508118,0.125,40,resnet152
n02108089,0.2335868775844574,0.35,40,resnet152
n02108422,0.23716354370117188,0.325,40,resnet152
n02108551,0.24935050308704376,0.225,40,resnet152
n02108915,0.24632176756858826,0.25,40,resnet152
n02109047,0.3224589228630066,0.45,40,resnet152
n02109525,0.21786439418792725,0.15,40,resnet152
n02109961,0.18854665756225586,0.125,40,resnet152
n02110063,0.2600812017917633,0.075,40,resnet152
n02110185,0.2253131866455078,0.225,40,resnet152
n02110341,0.21961212158203125,0.075,40,resnet152
n02110627,0.28112348914146423,0.175,40,resnet152
n02110806,0.25914162397384644,0.2,40,resnet152
n02110958,0.3369806706905365,0.25,40,resnet152
n02111129,0.22786779701709747,0.125,40,resnet152
n02111277,0.2786615490913391,0.325,40,resnet152
n02111500,0.30952414870262146,0.4,40,resnet152
n02111889,0.2174193114042282,0.05,40,resnet152
n02112018,0.18778261542320251,0.125,40,resnet152
n02112137,0.2004120796918869,0.075,40,resnet152
n02112350,0.17676004767417908,0.1,40,resnet152
n02112706,0.2525911331176758,0.2,40,resnet152
n02113023,0.28440186381340027,0.1,40,resnet152
n02113186,0.24005722999572754,0.225,40,resnet152
n02113624,0.32212695479393005,0.3,40,resnet152
n02113712,0.24755947291851044,0.5,40,resnet152
n02113799,0.29053860902786255,0.2,40,resnet152
n02113978,0.2861182391643524,0.125,40,resnet152
n02114367,0.2188308984041214,0.125,40,resnet152
n02114548,0.2548770308494568,0.225,40,resnet152
n02114712,0.2006392478942871,0.325,40,resnet152
n02114855,0.22483301162719727,0.1,40,resnet152
n02115641,0.25329717993736267,0.225,40,resnet152
n02115913,0.23161816596984863,0.175,40,resnet152
n02116738,0.15292629599571228,0.025,40,resnet152
n02117135,0.19654151797294617,0.025,40,resnet152
n02119022,0.18920397758483887,0.05,40,resnet152
n02119789,0.30501851439476013,0.575,40,resnet152
n02120079,0.2384708821773529,0.125,40,resnet152
n02120505,0.19451066851615906,0.025,40,resnet152
n02123045,0.24639992415905,0.025,40,resnet152
n02123159,0.3063308298587799,0.425,40,resnet152
n02123394,0.2100612223148346,0.025,40,resnet152
n02123597,0.15606464445590973,0.0,40,resnet152
n02124075,0.3342461585998535,0.4,40,resnet152
n02125311,0.20779426395893097,0.1,40,resnet152
n02127052,0.20269949734210968,0.1,40,resnet152
n02128385,0.1677272617816925,0.175,40,resnet152
n02128757,0.1380898505449295,0.05,40,resnet152
n02128925,0.1737077534198761,0.25,40,resnet152
n02129165,0.26295050978660583,0.15,40,resnet152
n02129604,0.1332385092973709,0.05,40,resnet152
n02130308,0.13176444172859192,0.05,40,resnet152
n02132136,0.17275652289390564,0.075,40,resnet152
n02133161,0.2814388871192932,0.05,40,resnet152
n02134084,0.27794843912124634,0.175,40,resnet152
n02134418,0.20869579911231995,0.4,40,resnet152
n02137549,0.2623485028743744,0.2,40,resnet152
n02138441,0.2431199550628662,0.15,40,resnet152
n02165105,0.1593802273273468,0.05,40,resnet152
n02165456,0.21434617042541504,0.075,40,resnet152
n02167151,0.21347327530384064,0.225,40,resnet152
n02168699,0.3144993484020233,0.3,40,resnet152
n02169497,0.26451408863067627,0.45,40,resnet152
n02172182,0.3123156428337097,0.125,40,resnet152
n02174001,0.2650022506713867,0.15,40,resnet152
n02177972,0.24449701607227325,0.225,40,resnet152
n02190166,0.20608453452587128,0.05,40,resnet152
n02206856,0.26286226511001587,0.275,40,resnet152
n02219486,0.24612140655517578,0.075,40,resnet152
n02226429,0.23184283077716827,0.35,40,resnet152
n02229544,0.32785338163375854,0.35,40,resnet152
n02231487,0.3141242265701294,0.325,40,resnet152
n02233338,0.37001490592956543,0.225,40,resnet152
n02236044,0.3192143440246582,0.15,40,resnet152
n02256656,0.24999669194221497,0.15,40,resnet152
n02259212,0.23437437415122986,0.2,40,resnet152
n02264363,0.20612630248069763,0.05,40,resnet152
n02268443,0.3089968264102936,0.425,40,resnet152
n02268853,0.1326630711555481,0.075,40,resnet152
n02276258,0.16707365214824677,0.075,40,resnet152
n02277742,0.20130714774131775,0.075,40,resnet152
n02279972,0.11855791509151459,0.025,40,resnet152
n02280649,0.18212996423244476,0.075,40,resnet152
n02281406,0.10710911452770233,0.0,40,resnet152
n02281787,0.21782195568084717,0.1,40,resnet152
n02317335,0.23872289061546326,0.1,40,resnet152
n02319095,0.31529611349105835,0.375,40,resnet152
n02321529,0.32873544096946716,0.275,40,resnet152
n02325366,0.16703033447265625,0.1,40,resnet152
n02326432,0.21205396950244904,0.325,40,resnet152
n02328150,0.2542588412761688,0.125,40,resnet152
n02342885,0.28848475217819214,0.15,40,resnet152
n02346627,0.2773594856262207,0.325,40,resnet152
n02356798,0.25505518913269043,0.175,40,resnet152
n02361337,0.2828294634819031,0.1,40,resnet152
n02363005,0.269809365272522,0.225,40,resnet152
n02364673,0.2587217390537262,0.15,40,resnet152
n02389026,0.20943546295166016,0.125,40,resnet152
n02391049,0.127914696931839,0.0,40,resnet152
n02395406,0.33427694439888,0.2,40,resnet152
n02396427,0.25189733505249023,0.2,40,resnet152
n02397096,0.2462313175201416,0.125,40,resnet152
n02398521,0.3251771032810211,0.3,40,resnet152
n02403003,0.35973525047302246,0.325,40,resnet152
n02408429,0.2968670427799225,0.225,40,resnet152
n02410509,0.2451840192079544,0.125,40,resnet152
n02412080,0.2620360851287842,0.55,40,resnet152
n02415577,0.266009658575058,0.075,40,resnet152
n02417914,0.223198801279068,0.075,40,resnet152
n02422106,0.19919587671756744,0.075,40,resnet152
n02422699,0.26713913679122925,0.2,40,resnet152
n02423022,0.16530855000019073,0.125,40,resnet152
n02437312,0.2866564989089966,0.1,40,resnet152
n02437616,0.2841643691062927,0.15,40,resnet152
n02441942,0.24319405853748322,0.075,40,resnet152
n02442845,0.33072441816329956,0.225,40,resnet152
n02443114,0.22446417808532715,0.1,40,resnet152
n02443484,0.2923477292060852,0.25,40,resnet152
n02444819,0.26729369163513184,0.075,40,resnet152
n02445715,0.22411522269248962,0.05,40,resnet152
n02447366,0.21824702620506287,0.075,40,resnet152
n02454379,0.2373444139957428,0.175,40,resnet152
n02457408,0.29242435097694397,0.25,40,resnet152
n02480495,0.24266663193702698,0.125,40,resnet152
n02480855,0.25503215193748474,0.175,40,resnet152
n02481823,0.2642213702201843,0.2,40,resnet152
n02483362,0.21137502789497375,0.1,40,resnet152
n02483708,0.2778294086456299,0.15,40,resnet152
n02484975,0.33734768629074097,0.375,40,resnet152
n02486261,0.189862921833992,0.2,40,resnet152
n02486410,0.2764744758605957,0.1,40,resnet152
n02487347,0.23643389344215393,0.125,40,resnet152
n02488291,0.24428454041481018,0.075,40,resnet152
n02488702,0.28250348567962646,0.225,40,resnet152
n02489166,0.21399685740470886,0.1,40,resnet152
n02490219,0.2904440462589264,0.1,40,resnet152
n02492035,0.22010092437267303,0.05,40,resnet152
n02492660,0.22315151989459991,0.175,40,resnet152
n02493509,0.2891496419906616,0.3,40,resnet152
n02493793,0.25586527585983276,0.175,40,resnet152
n02494079,0.18082132935523987,0.05,40,resnet152
n02497673,0.23505237698554993,0.125,40,resnet152
n02500267,0.23880834877490997,0.125,40,resnet152
n02504013,0.2901860177516937,0.325,40,resnet152
n02504458,0.24268415570259094,0.125,40,resnet152
n02509815,0.12741228938102722,0.025,40,resnet152
n02510455,0.1681760549545288,0.05,40,resnet152
n02514041,0.24501106142997742,0.225,40,resnet152
n02526121,0.3287050127983093,0.325,40,resnet152
n02536864,0.3245028257369995,0.475,40,resnet152
n02606052,0.09719926118850708,0.025,40,resnet152
n02607072,0.2137313336133957,0.125,40,resnet152
n02640242,0.2764440178871155,0.175,40,resnet152
n02641379,0.27517279982566833,0.175,40,resnet152
n02643566,0.1500338315963745,0.075,40,resnet152
n02655020,0.3359498977661133,0.275,40,resnet152
n02666196,0.15599703788757324,0.025,40,resnet152
n02667093,0.2871045470237732,0.25,40,resnet152
n02669723,0.24238231778144836,0.125,40,resnet152
n02672831,0.20019464194774628,0.025,40,resnet152
n02676566,0.24951490759849548,0.15,40,resnet152
n02687172,0.26484769582748413,0.2,40,resnet152
n02690373,0.1981518566608429,0.15,40,resnet152
n02692877,0.27078866958618164,0.1,40,resnet152
n02699494,0.3271257281303406,0.2,40,resnet152
n02701002,0.12299056351184845,0.025,40,resnet152
n02704792,0.301837682723999,0.425,40,resnet152
n02708093,0.19156984984874725,0.225,40,resnet152
n02727426,0.30544155836105347,0.3,40,resnet152
n02730930,0.3727298378944397,0.525,40,resnet152
n02747177,0.3557690680027008,0.275,40,resnet152
n02749479,0.300479918718338,0.275,40,resnet152
n02769748,0.3771928548812866,0.375,40,resnet152
n02776631,0.3130694329738617,0.6,40,resnet152
n02777292,0.25571179389953613,0.125,40,resnet152
n02782093,0.19590122997760773,0.125,40,resnet152
n02783161,0.23010773956775665,0.25,40,resnet152
n02786058,0.2811087667942047,0.075,40,resnet152
n02787622,0.2364242523908615,0.175,40,resnet152
n02788148,0.36461836099624634,0.375,40,resnet152
n02790996,0.29277002811431885,0.375,40,resnet152
n02791124,0.3024597764015198,0.15,40,resnet152
n02791270,0.2974611818790436,0.375,40,resnet152
n02793495,0.23150357604026794,0.1,40,resnet152
n02794156,0.18298329412937164,0.075,40,resnet152
n02795169,0.25097033381462097,0.3,40,resnet152
n02797295,0.279731810092926,0.125,40,resnet152
n02799071,0.15457592904567719,0.4,40,resnet152
n02802426,0.39500293135643005,0.175,40,resnet152
n02804414,0.3318401575088501,0.225,40,resnet152
n02804610,0.22878535091876984,0.175,40,resnet152
n02807133,0.3316614627838135,0.35,40,resnet152
n02808304,0.36304542422294617,0.475,40,resnet152
n02808440,0.3223375976085663,0.35,40,resnet152
n02814533,0.2455330640077591,0.325,40,resnet152
n02814860,0.20355243980884552,0.1,40,resnet152
n02815834,0.2772340178489685,0.25,40,resnet152
n02817516,0.14742882549762726,0.025,40,resnet152
n02823428,0.2747172713279724,0.2,40,resnet152
n02823750,0.2636752724647522,0.2,40,resnet152
n02825657,0.3030775189399719,0.5,40,resnet152
n02834397,0.3286195695400238,0.25,40,resnet152
n02835271,0.21971002221107483,0.1,40,resnet152
n02837789,0.2669719457626343,0.15,40,resnet152
n02840245,0.32938283681869507,0.275,40,resnet152
n02841315,0.31238874793052673,0.225,40,resnet152
n02843684,0.25587624311447144,0.125,40,resnet152
n02859443,0.30131959915161133,0.3,40,resnet152
n02860847,0.3496890962123871,0.225,40,resnet152
n02865351,0.2467053383588791,0.325,40,resnet152
n02869837,0.33023038506507874,0.275,40,resnet152
n02870880,0.2124669849872589,0.125,40,resnet152
n02871525,0.3033304810523987,0.45,40,resnet152
n02877765,0.2620747685432434,0.35,40,resnet152
n02879718,0.3103239834308624,0.275,40,resnet152
n02883205,0.22272643446922302,0.125,40,resnet152
n02892201,0.3172956705093384,0.225,40,resnet152
n02892767,0.2997969090938568,0.2,40,resnet152
n02894605,0.30748429894447327,0.5,40,resnet152
n02895154,0.30086106061935425,0.2,40,resnet152
n02906734,0.3306906819343567,0.275,40,resnet152
n02909870,0.2745736241340637,0.225,40,resnet152
n02910353,0.37395185232162476,0.275,40,resnet152
n02916936,0.3139995038509369,0.275,40,resnet152
n02917067,0.2304670512676239,0.1,40,resnet152
n02927161,0.2638886272907257,0.175,40,resnet152
n02930766,0.21793317794799805,0.225,40,resnet152
n02939185,0.3153528571128845,0.3,40,resnet152
n02948072,0.3172518312931061,0.275,40,resnet152
n02950826,0.2670028805732727,0.1,40,resnet152
n02951358,0.2750868797302246,0.3,40,resnet152
n02951585,0.27063602209091187,0.275,40,resnet152
n02963159,0.2711022198200226,0.225,40,resnet152
n02965783,0.15336434543132782,0.0,40,resnet152
n02966193,0.3150181472301483,0.1,40,resnet152
n02966687,0.30346035957336426,0.15,40,resnet152
n02971356,0.3740902841091156,0.525,40,resnet152
n02974003,0.27470412850379944,0.175,40,resnet152
n02977058,0.31134819984436035,0.2,40,resnet152
n02978881,0.24501976370811462,0.2,40,resnet152
n02979186,0.22538673877716064,0.325,40,resnet152
n02980441,0.24391968548297882,0.225,40,resnet152
n02981792,0.29159754514694214,0.375,40,resnet152
n02988304,0.22831764817237854,0.25,40,resnet152
n02992211,0.22662246227264404,0.125,40,resnet152
n02992529,0.20579156279563904,0.225,40,resnet152
n02999410,0.3143584728240967,0.275,40,resnet152
n03000134,0.3199031352996826,0.275,40,resnet152
n03000247,0.3113919198513031,0.35,40,resnet152
n03000684,0.20422908663749695,0.075,40,resnet152
n03014705,0.32595282793045044,0.4,40,resnet152
n03016953,0.16616670787334442,0.1,40,resnet152
n03017168,0.2379869967699051,0.075,40,resnet152
n03018349,0.22062034904956818,0.275,40,resnet152
n03026506,0.2151125967502594,0.0,40,resnet152
n03028079,0.2848808169364929,0.25,40,resnet152
n03032252,0.31497952342033386,0.5,40,resnet152
n03041632,0.30089929699897766,0.1,40,resnet152
n03042490,0.43322238326072693,0.45,40,resnet152
n03045698,0.31835833191871643,0.175,40,resnet152
n03047690,0.2699318528175354,0.25,40,resnet152
n03062245,0.22533860802650452,0.175,40,resnet152
n03063599,0.26493409276008606,0.3,40,resnet152
n03063689,0.24710345268249512,0.325,40,resnet152
n03065424,0.3448909819126129,0.275,40,resnet152
n03075370,0.21338479220867157,0.25,40,resnet152
n03085013,0.23168785870075226,0.1,40,resnet152
n03089624,0.34636712074279785,0.225,40,resnet152
n03095699,0.21604306995868683,0.175,40,resnet152
n03100240,0.2310371845960617,0.35,40,resnet152
n03109150,0.22591981291770935,0.075,40,resnet152
n03110669,0.28289422392845154,0.4,40,resnet152
n03124043,0.2686026990413666,0.15,40,resnet152
n03124170,0.2665422260761261,0.3,40,resnet152
n03125729,0.3147605359554291,0.3,40,resnet152
n03126707,0.27696529030799866,0.225,40,resnet152
n03127747,0.25379467010498047,0.125,40,resnet152
n03127925,0.3615739345550537,0.25,40,resnet152
n03131574,0.3188874125480652,0.225,40,resnet152
n03133878,0.2808026373386383,0.175,40,resnet152
n03134739,0.3088478446006775,0.225,40,resnet152
n03141823,0.3313828408718109,0.45,40,resnet152
n03146219,0.3111957907676697,0.35,40,resnet152
n03160309,0.32862430810928345,0.2,40,resnet152
n03179701,0.2994428277015686,0.25,40,resnet152
n03180011,0.2547829747200012,0.325,40,resnet152
n03187595,0.3081672489643097,0.4,40,resnet152
n03188531,0.3588186204433441,0.35,40,resnet152
n03196217,0.27032190561294556,0.275,40,resnet152
n03197337,0.22143368422985077,0.05,40,resnet152
n03201208,0.292419970035553,0.25,40,resnet152
n03207743,0.3710198998451233,0.325,40,resnet152
n03207941,0.32098388671875,0.45,40,resnet152
n03208938,0.2490157186985016,0.325,40,resnet152
n03216828,0.2782748341560364,0.35,40,resnet152
n03218198,0.196065753698349,0.0,40,resnet152
n03220513,0.20551002025604248,0.3,40,resnet152
n03223299,0.4718371033668518,0.425,40,resnet152
n03240683,0.1956215351819992,0.175,40,resnet152
n03249569,0.29295727610588074,0.125,40,resnet152
n03250847,0.3091909885406494,0.2,40,resnet152
n03255030,0.2968539297580719,0.175,40,resnet152
n03259280,0.22875690460205078,0.275,40,resnet152
n03271574,0.21365542709827423,0.075,40,resnet152
n03272010,0.3016785681247711,0.225,40,resnet152
n03272562,0.17683382332324982,0.225,40,resnet152
n03290653,0.16882017254829407,0.05,40,resnet152
n03291819,0.4061708450317383,0.275,40,resnet152
n03297495,0.19237083196640015,0.275,40,resnet152
n03314780,0.25862616300582886,0.15,40,resnet152
n03325584,0.3253081738948822,0.125,40,resnet152
n03337140,0.30822843313217163,0.3,40,resnet152
n03344393,0.16963434219360352,0.075,40,resnet152
n03345487,0.22628018260002136,0.05,40,resnet152
n03347037,0.27879494428634644,0.325,40,resnet152
n03355925,0.3031943738460541,0.1,40,resnet152
n03372029,0.268185555934906,0.275,40,resnet152
